shop_location,shop_name,lon,lat,product,sales_qty,sales_revenue
Kibera,Tumaini general shop(Darajani),36.7892,-1.311,widgets,4109,1232700
Kangemi,Frawaki Supermarket,36.760515,-1.269133,widgets,1596,478800
Pipeline,Muhindi Mweusi supermarket Pipeline,36.890395,-1.315282,widgets,7247,2174100
Ruiru,Blessed Mini Mart (Kihunguro),36.95731,-1.159401,widgets,1272,381600
Kasarani,Wizzy Mini Matt,36.9017,-1.2181,widgets,1142,342600
Zimmerman,Diana Gas,36.894248,-1.212191,widgets,8980,2694000
Githurai 44,STEPA SUPERMARKET,36.90205,-1.198692,widgets,6700,2010000
Donholm,KASA GAS SUPPLY DONHOLM,36.890971,-1.29901,widgets,8034,2410200
Mwiki,Mugumo Chemist,36.922624,-1.2253,widgets,9558,2867400
Thika,Jobil electronics kiganjo,37.099271,-1.074662,widgets,3137,941100
Thika,EJUDE ENTERPRISES,37.12574,-1.06645,widgets,4163,1248900
Loresho/Kyuna,Raspberry,36.7483,-1.2354,widgets,1076,322800
Limuru,Pawa Enterprises,36.627683,-1.109471,widgets,1353,405900
Kahawa West,Kanorero Gas supplier,36.902123,-1.183622,widgets,9454,2836200
Pipeline,Vinny shop,36.896775,-1.321807,widgets,3955,1186500
Eastleigh Section 3,A. Salam Gas Suppliers,36.852615,-1.28636,widgets,1807,542100
Dandora Phase 4 & 5,Revival Shop,36.905012,-1.244254,widgets,9409,2822700
South C,Aymat bandari,36.8211,-1.3255,widgets,9972,2991600
Kahawa West,NAKI GENERAL SUPPLIERS LTD,36.905127,-1.181835,widgets,226,67800
Langata,Violet shop,36.776824,-1.316615,widgets,4679,1403700
Kibera Ayany,Olympics Stage Shop,36.777616,-1.312822,widgets,9585,2875500
Mathare North,Margaret Shop,36.871407,-1.252993,widgets,3820,1146000
Kayole,SK Mayai,36.919756,-1.262051,widgets,6515,1954500
Huruma,Petson 3c Hub,36.873,-1.25638,widgets,2137,641100
Kariobangi North,Karia Supermarket 5,36.8858,-1.2615,widgets,7660,2298000
Kiserian,Clean Cut,36.688047,-1.43027,widgets,2313,693900
Riruta Satellite,Wagache Equity Agent,36.727773,-1.290528,widgets,6474,1942200
Thika,Mama wangari general shop,37.106128,-1.060829,widgets,2632,789600
Pipeline,Naichu enterprises- pipeline,36.893233,-1.320262,widgets,414,124200
Ruai,Mashtech bypass,36.98204,-1.263664,widgets,7598,2279400
Mlolongo,Jikaze Investments (Mlolongo),36.943976,-1.394665,widgets,3456,1036800
Eastleigh,Kefoma,36.84888,-1.266978,widgets,9483,2844900
Ruiru,Ken Gas Depot,36.936182,-1.155807,widgets,5443,1632900
Ngong,Ngong Heights Supermarket,36.656572,-1.356572,widgets,623,186900
Githurai 45,Upright ventures,36.938051,-1.2135,widgets,9994,2998200
Thika,Homeway supermarket (Weitethie),37.053228,-1.067511,widgets,3852,1155600
Pipeline,Hebamalijee Glassmart Hardware And Paints,36.897274,-1.320337,widgets,4521,1356300
Limuru,Nyambari Evergreen Agencies,36.631897,-1.053907,widgets,4839,1451700
South B,Crocodiles place,36.848497,-1.315591,widgets,4354,1306200
Kibera,Kongowea Shop,36.792364,-1.314954,widgets,1056,316800
Jerusalem Jericho,Jericho Cereals Shop,36.870206,-1.292152,widgets,5156,1546800
Thika,Jobil electronics,37.100464,-1.075016,widgets,8787,2636100
Kangemi,Yobra Electronics,36.74525,-1.26657,widgets,5471,1641300
Githurai 45,Wamaina General Shop,36.918631,-1.207918,widgets,2071,621300
Ruiru,Maina gas suppliers,36.941816,-1.155478,widgets,8306,2491800
Githurai 45,Loyal Gas,36.970111,-1.215266,widgets,7677,2303100
Syokimau,Shanton Saloon,36.934964,-1.371199,widgets,854,256200
Kibera,Makaa shop,36.797602,-1.314428,widgets,8179,2453700
Githurai 45,Nichi Powell's Enterprise,36.932332,-1.211105,widgets,5464,1639200
Rongai,Economy Traders & Gas Depot,36.746412,-1.39178,widgets,2650,795000
Thika,Wa Brian gen supplies,37.11952,-1.06094,widgets,7799,2339700
Kangemi,Mountain Supermarket,36.7386,-1.27385,widgets,2149,644700
Mathare North,Manhuss stores,36.866849,-1.253524,widgets,1839,551700
Rongai,Creamline Farmers Produce,36.7452,-1.396434,widgets,3248,974400
Parklands,Hikma Mart & Wholesale,36.827225,-1.258108,widgets,2009,602700
Lucky Summer,Daughters Bookshop,36.896458,-1.241237,widgets,840,252000
Riruta Satellite,Naivasha Classic Butchery,36.746174,-1.290849,widgets,77,23100
Umoja Innercore and 1,HEZNIC ENTERPRISES LTD TENA,36.885835,-1.291074,widgets,5788,1736400
Kibera,Agape shop,36.801002,-1.315423,widgets,6335,1900500
Zimmerman,Wa Saimo Shop,36.898712,-1.205465,widgets,789,236700
Kasarani,Mwapa Shop,36.903628,-1.215243,widgets,2242,672600
Kikuyu,Islands shop Kikuyu,36.663118,-1.248537,widgets,1417,425100
Ngara,Memos V Wholesale & Retail Shop,36.835274,-1.270732,widgets,8878,2663400
Githurai 44,Stedo Supermarket,36.90046,-1.20114,widgets,794,238200
Ngong,Matasia Mpesa shop,36.683147,-1.392127,widgets,6344,1903200
Kibera,Makina Dailies,36.782999,-1.3077,widgets,2730,819000
Lucky Summer,Kibsy traders,36.890835,-1.242303,widgets,8758,2627400
Imara Daima,JOSPI CHEMIST,36.881643,-1.324636,widgets,5106,1531800
Rongai,Joyous shop,36.763134,-1.389002,widgets,6467,1940100
Limuru,Equator Gen Shop,36.64149,-1.107307,widgets,4876,1462800
Ngummo,One Stop Jusaka Enterprises,36.799693,-1.310799,widgets,5085,1525500
Buruburu,NJEGATU VENTURES,36.879976,-1.294034,widgets,6791,2037300
Rongai,Jirani Super Stores,36.773496,-1.391191,widgets,5984,1795200
Ruaraka/Baba Dogo,Ebenezer shop,36.88915,-1.244373,widgets,392,117600
Chokaa,Green Grocer And Shop,36.95296,-1.251974,widgets,704,211200
Mowlem-Dandora,Isha hardware,36.895203,-1.26378,widgets,1080,324000
Ruai,Miwa Tatu Shop 1,37.06544,-1.281675,widgets,1373,411900
